TITLE,CONTEXT,QUESTION,ANSWER
Features and overview,"Educate the Veteran by using Bio-Psycho-Social Model e.g., PHI’s “Whole Health” approach. Offer Veterans pain education groups [especially Cognitive Behavioral Therapy (CBT) or Acceptance and Commitment Therapy (ACT) for Pain, if available]. Clinicians should offer physical therapy and Complementary and Integrative Health (CIH) interventions such as acupuncture, meditation, yoga. Clinicians should offer slow tapering of opioids to reduce opioid risks while not “cutting off” the Veteran. Clinicians should offer non-opioid pain medications when appropriate. Clinicians should commit to working with the Veteran on other options for improved function and some decrease in pain.",What to use to educate the Veteran?,"Bio-Psycho-Social Model e.g., PHI’s “Whole Health” approach"
Features and overview,"Educate the Veteran by using Bio-Psycho-Social Model e.g., PHI’s “Whole Health” approach. Offer Veterans pain education groups [especially Cognitive Behavioral Therapy (CBT) or Acceptance and Commitment Therapy (ACT) for Pain, if available]. Clinicians should offer physical therapy and Complementary and Integrative Health (CIH) interventions such as acupuncture, meditation, yoga. Clinicians should offer slow tapering of opioids to reduce opioid risks while not “cutting off” the Veteran. Clinicians should offer non-opioid pain medications when appropriate. Clinicians should commit to working with the Veteran on other options for improved function and some decrease in pain.",What is an example of Bio-Psycho-Social Model?,PHI’s “Whole Health” approach
Features and overview,"Educate the Veteran by using Bio-Psycho-Social Model e.g., PHI’s “Whole Health” approach. Offer Veterans pain education groups [especially Cognitive Behavioral Therapy (CBT) or Acceptance and Commitment Therapy (ACT) for Pain, if available]. Clinicians should offer physical therapy and Complementary and Integrative Health (CIH) interventions such as acupuncture, meditation, yoga. Clinicians should offer slow tapering of opioids to reduce opioid risks while not “cutting off” the Veteran. Clinicians should offer non-opioid pain medications when appropriate. Clinicians should commit to working with the Veteran on other options for improved function and some decrease in pain.",What kinds of pain education groups should be offered to Veterans?,Cognitive Behavioral Therapy (CBT) or Acceptance and Commitment Therapy (ACT) for Pain
Features and overview,"Educate the Veteran by using Bio-Psycho-Social Model e.g., PHI’s “Whole Health” approach. Offer Veterans pain education groups [especially Cognitive Behavioral Therapy (CBT) or Acceptance and Commitment Therapy (ACT) for Pain, if available]. Clinicians should offer physical therapy and Complementary and Integrative Health (CIH) interventions such as acupuncture, meditation, yoga. Clinicians should offer slow tapering of opioids to reduce opioid risks while not “cutting off” the Veteran. Clinicians should offer non-opioid pain medications when appropriate. Clinicians should commit to working with the Veteran on other options for improved function and some decrease in pain.",What are some examples of Complementary and Integrative Health (CIH) interventions?,"acupuncture, meditation, yoga"
Features and overview,"Educate the Veteran by using Bio-Psycho-Social Model e.g., PHI’s “Whole Health” approach. Offer Veterans pain education groups [especially Cognitive Behavioral Therapy (CBT) or Acceptance and Commitment Therapy (ACT) for Pain, if available]. Clinicians should offer physical therapy and Complementary and Integrative Health (CIH) interventions such as acupuncture, meditation, yoga. Clinicians should offer slow tapering of opioids to reduce opioid risks while not “cutting off” the Veteran. Clinicians should offer non-opioid pain medications when appropriate. Clinicians should commit to working with the Veteran on other options for improved function and some decrease in pain.",What is CIH?,Complementary and Integrative Health
Features and overview,"Educate the Veteran by using Bio-Psycho-Social Model e.g., PHI’s “Whole Health” approach. Offer Veterans pain education groups [especially Cognitive Behavioral Therapy (CBT) or Acceptance and Commitment Therapy (ACT) for Pain, if available]. Clinicians should offer physical therapy and Complementary and Integrative Health (CIH) interventions such as acupuncture, meditation, yoga. Clinicians should offer slow tapering of opioids to reduce opioid risks while not “cutting off” the Veteran. Clinicians should offer non-opioid pain medications when appropriate. Clinicians should commit to working with the Veteran on other options for improved function and some decrease in pain.",What should the clinicians offer to reduce opioid risk?,slow tapering of opioids to reduce opioid risks while not “cutting off” the Veteran
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.","When formulating an opioid taper plan, what can be the initial goal?",dose reduction or complete discontinuation
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.","If the initial goal is determined to be a dose reduction, what may indicate that complete discontinuation is more suitable?",subsequent regular reassessment
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",Which tapers are often the most tolerable?,"Slower, more gradual tapers"
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",Which tapers can be completed over several months to years?,"Slower, more gradual tapers"
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",How long does it take to complete slower tapers?,several months to years
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.","Slower, more gradual tapers can be completed over several months to years based on what?",the opioid dose
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.","Most commonly, tapering involves dose reduction of how much every 4 weeks?",5% to 20%
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",Tapering will involve dose reduction of how much?,5% to 20% every 4 weeks
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",In which instances more rapid tapers may be required?,"drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper"
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",Which tapers may be required in certain instances like drug diversion?,More rapid tapers
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",Which tapers may be required in certain instances like illegal activities?,More rapid tapers
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",Which tapers may be required in certain instances like situations where the risks of continuing the opioid outweigh the risks of a rapid taper?,More rapid tapers
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.","Which tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper?",More rapid tapers
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.","When the risks of continuing the opioid outweigh the risks of a rapid taper, which tapers may be required?",More rapid tapers
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",What to document in the Veteran’s medical record?,the rationale for the opioid taper and the opioid taper schedule
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",What to provide to patients at increased risk of overdose?,opioid overdose education
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",What to prescribe to patients at increased risk of overdose?,naloxone
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",Whom to provide opioid overdose education?,patients at increased risk of overdose
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",Whom to prescribe naloxone?,patients at increased risk of overdose
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.",How long does it take to lose tolerance?,as little as a week
Features and overview,"When formulating an opioid taper plan, determine if the initial goal is a dose reduction or complete discontinuation. If the initial goal is determined to be a dose reduction, subsequent regular reassessment may indicate that complete discontinuation is more suitable. Several factors go into the speed of the selected taper. Slower, more gradual tapers are often the most tolerable and can be completed over several months to years based on the opioid dose. The longer the duration of previous opioid therapy, the longer the taper may take. Most commonly, tapering will involve dose reduction of 5% to 20% every 4 weeks. More rapid tapers may be required in certain instances like drug diversion, illegal activities, or situations where the risks of continuing the opioid outweigh the risks of a rapid taper. Document the rationale for the opioid taper and the opioid taper schedule in the Veteran’s medical record. Provide opioid overdose education and prescribe naloxone to patients at increased risk of overdose. Strongly caution patients that it takes as little as a week to lose their tolerance and that they are at risk of an overdose if they resume their original dose. Patients are at an increased risk of overdose during this process secondary to reduced tolerance to opioids and the availability of opioids and heroin in the community.","If the patients under opioid taper pna resume their original dose, they are at risk of what?",an overdose
Features and overview,"Slowest taper is done over years. In the slowest taper, reduce opioid by 2 to 10% every 4 to 8 weeks with pauses in taper as needed. Consider the slowest taper for patients taking high doses of long-acting opioids for many years. An example of the slowest taper is given below. During the first month in the slowest taper, 5% reduction of morphine SR 90 mg Q8h = 270 MEDD consists of 90 mg SR qam, 75 mg for noon, 90 mg qpm. Continue the taper based on Veteran response. Pauses in the taper may allow the patient time to acquire new skills for management of pain and emotional distress while allowing for neurobiological equilibration. The subsequent monthly dosage for the slowest taper is 75 mg SR qam, 75 mg noon, 90 mg qpm for month 2; 75 mg SR (60 mg+15 mg) Q8h for month 3; 75 mg SR qam, 60 mg noon, 75 mg qpm for month 4; 60 mg SR qam, 60 mg noon, 75 mg qpm for month 5; 60 mg SR Q8h for month 6; 60 mg SR qam, 45 mg noon, 60 mg qpm for month 7; 45 mg SR qam, 45 mg noon, 60 mg qpm for month 8; 45 mg SR Q8h for month 9. Continue following this rate of taper until off the morphine or the desired dose of opioid is reached.",How long does the slowest taper take?,over years
Features and overview,"Slowest taper is done over years. In the slowest taper, reduce opioid by 2 to 10% every 4 to 8 weeks with pauses in taper as needed. Consider the slowest taper for patients taking high doses of long-acting opioids for many years. An example of the slowest taper is given below. During the first month in the slowest taper, 5% reduction of morphine SR 90 mg Q8h = 270 MEDD consists of 90 mg SR qam, 75 mg for noon, 90 mg qpm. Continue the taper based on Veteran response. Pauses in the taper may allow the patient time to acquire new skills for management of pain and emotional distress while allowing for neurobiological equilibration. The subsequent monthly dosage for the slowest taper is 75 mg SR qam, 75 mg noon, 90 mg qpm for month 2; 75 mg SR (60 mg+15 mg) Q8h for month 3; 75 mg SR qam, 60 mg noon, 75 mg qpm for month 4; 60 mg SR qam, 60 mg noon, 75 mg qpm for month 5; 60 mg SR Q8h for month 6; 60 mg SR qam, 45 mg noon, 60 mg qpm for month 7; 45 mg SR qam, 45 mg noon, 60 mg qpm for month 8; 45 mg SR Q8h for month 9. Continue following this rate of taper until off the morphine or the desired dose of opioid is reached.",How much opioid to reduce in the slowest taper?,2 to 10% every 4 to 8 weeks with pauses in taper as needed
Features and overview,"Slowest taper is done over years. In the slowest taper, reduce opioid by 2 to 10% every 4 to 8 weeks with pauses in taper as needed. Consider the slowest taper for patients taking high doses of long-acting opioids for many years. An example of the slowest taper is given below. During the first month in the slowest taper, 5% reduction of morphine SR 90 mg Q8h = 270 MEDD consists of 90 mg SR qam, 75 mg for noon, 90 mg qpm. Continue the taper based on Veteran response. Pauses in the taper may allow the patient time to acquire new skills for management of pain and emotional distress while allowing for neurobiological equilibration. The subsequent monthly dosage for the slowest taper is 75 mg SR qam, 75 mg noon, 90 mg qpm for month 2; 75 mg SR (60 mg+15 mg) Q8h for month 3; 75 mg SR qam, 60 mg noon, 75 mg qpm for month 4; 60 mg SR qam, 60 mg noon, 75 mg qpm for month 5; 60 mg SR Q8h for month 6; 60 mg SR qam, 45 mg noon, 60 mg qpm for month 7; 45 mg SR qam, 45 mg noon, 60 mg qpm for month 8; 45 mg SR Q8h for month 9. Continue following this rate of taper until off the morphine or the desired dose of opioid is reached.",For whom should the slowest taper be considered?,patients taking high doses of long-acting opioids for many years
Features and overview,"Slowest taper is done over years. In the slowest taper, reduce opioid by 2 to 10% every 4 to 8 weeks with pauses in taper as needed. Consider the slowest taper for patients taking high doses of long-acting opioids for many years. An example of the slowest taper is given below. During the first month in the slowest taper, 5% reduction of morphine SR 90 mg Q8h = 270 MEDD consists of 90 mg SR qam, 75 mg for noon, 90 mg qpm. Continue the taper based on Veteran response. Pauses in the taper may allow the patient time to acquire new skills for management of pain and emotional distress while allowing for neurobiological equilibration. The subsequent monthly dosage for the slowest taper is 75 mg SR qam, 75 mg noon, 90 mg qpm for month 2; 75 mg SR (60 mg+15 mg) Q8h for month 3; 75 mg SR qam, 60 mg noon, 75 mg qpm for month 4; 60 mg SR qam, 60 mg noon, 75 mg qpm for month 5; 60 mg SR Q8h for month 6; 60 mg SR qam, 45 mg noon, 60 mg qpm for month 7; 45 mg SR qam, 45 mg noon, 60 mg qpm for month 8; 45 mg SR Q8h for month 9. Continue following this rate of taper until off the morphine or the desired dose of opioid is reached.",5% opioid reduction of morphine SR 90 mg Q8h = 270 MEDD during the first month in the slowest taper consists of what?,"90 mg SR qam, 75 mg for noon, 90 mg qpm"
